Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-04-15 12:51:51,"PULL 2 ",38m,"Upright Row (Barbell)",2,37.5,8,0,0,,,8.5
2022-04-15 12:51:51,"PULL 2 ",38m,"Upright Row (Barbell)",3,37.5,7,0,0,,,10
2022-04-18 12:47:27,"PUSH 1",53m,"Bench Press (Barbell)",1,55.0,9,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-04-18 12:47:27,"PUSH 1",53m,"Bench Press (Barbell)",2,55.0,8,0,0,,,9.5
2022-04-18 12:47:27,"PUSH 1",53m,"Bench Press (Barbell)",3,55.0,6,0,0,,,10
2022-04-18 12:47:27,"PUSH 1",53m,"Bench Press (Barbell)",4,55.0,6,0,0,,,10
2022-04-18 12:47:27,"PUSH 1",53m,"Overhead Press (Dumbbell)",1,30.0,8,0,0,"",,8.5
2022-04-18 12:47:27,"PUSH 1",53m,"Overhead Press (Dumbbell)",2,30.0,8,0,0,,,9.5
2022-04-18 12:47:27,"PUSH 1",53m,"Overhead Press (Dumbbell)",3,30.0,7,0,0,,,10
2022-04-18 12:47:27,"PUSH 1",53m,"Incline Cable Chest Fly",1,27.5,8,0,0,"",,8.5
2022-04-18 12:47:27,"PUSH 1",53m,"Incline Cable Chest Fly",2,27.5,7,0,0,,,10
2022-04-18 12:47:27,"PUSH 1",53m,"Incline Cable Chest Fly",3,27.5,5,0,0,,,10
2022-04-18 12:47:27,"PUSH 1",53m,"Incline Cable Chest Fly",4,27.5,3,0,0,,,10
2022-04-18 12:47:27,"PUSH 1",53m,"Triceps Pushdown (Cable - Straight Bar)",1,36.25,9,0,0,"",,8
2022-04-18 12:47:27,"PUSH 1",53m,"Triceps Pushdown (Cable - Straight Bar)",2,36.25,9,0,0,,,9
2022-04-18 12:47:27,"PUSH 1",53m,"Triceps Pushdown (Cable - Straight Bar)",3,36.25,5,0,0,,,10
2022-04-19 12:48:38,"PULL 2 ",43m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2022-04-19 12:48:38,"PULL 2 ",43m,"Lat Pull In",2,8.75,15,0,0,,,
2022-04-19 12:48:38,"PULL 2 ",43m,"Lat Pulldown (Cable)",1,56.5,7,0,0,"",,8.5
2022-04-19 12:48:38,"PULL 2 ",43m,"Lat Pulldown (Cable)",2,54.0,6,0,0,,,10
2022-04-19 12:48:38,"PULL 2 ",43m,"Lat Pulldown (Cable)",3,54.0,7,0,0,,,10
2022-04-19 12:48:38,"PULL 2 ",43m,"Seated Row (Cable)",1,46.25,10,0,0,"",,8.5
2022-04-19 12:48:38,"PULL 2 ",43m,"Seated Row (Cable)",2,46.25,10,0,0,,,9.5
2022-04-19 12:48:38,"PULL 2 ",43m,"Seated Row (Cable)",3,48.75,7,0,0,,,10
2022-04-19 12:48:38,"PULL 2 ",43m,"Upright Row (Barbell)",1,37.5,10,0,0,"",,8.5
2022-04-19 12:48:38,"PULL 2 ",43m,"Upright Row (Barbell)",2,37.5,8,0,0,,,8.5
2022-04-19 12:48:38,"PULL 2 ",43m,"Upright Row (Barbell)",3,37.5,6,0,0,,,10
2022-04-19 12:48:38,"PULL 2 ",43m,"Bicep Curl (Dumbbell)",1,20.0,10,0,0,"",,9
2022-04-19 12:48:38,"PULL 2 ",43m,"Bicep Curl (Dumbbell)",2,20.0,10,0,0,,,10
2022-04-19 12:48:38,"PULL 2 ",43m,"Bicep Curl (Dumbbell)",3,25.0,6,0,0,,,10
2022-04-19 12:48:38,"PULL 2 ",43m,"Bicep Curl (Dumbbell)",4,25.0,6,0,0,,,10
2022-04-26 12:46:34,"PUSH 1",41m,"Bench Press (Barbell)",1,57.5,10,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-04-26 12:46:34,"PUSH 1",41m,"Bench Press (Barbell)",2,57.5,8,0,0,,,9.5
2022-04-26 12:46:34,"PUSH 1",41m,"Bench Press (Barbell)",3,57.5,5,0,0,,,10
2022-04-26 12:46:34,"PUSH 1",41m,"Bench Press (Barbell)",4,57.5,5,0,0,,,10
2022-04-26 12:46:34,"PUSH 1",41m,"Overhead Press (Dumbbell)",1,30.0,5,0,0,"",,8.5
2022-04-26 12:46:34,"PUSH 1",41m,"Overhead Press (Dumbbell)",2,30.0,7,0,0,,,9.5
2022-04-26 12:46:34,"PUSH 1",41m,"Overhead Press (Dumbbell)",3,30.0,6,0,0,,,10
2022-04-26 12:46:34,"PUSH 1",41m,"Incline Cable Chest Fly",1,27.5,8,0,0,"",,8.5
2022-04-26 12:46:34,"PUSH 1",41m,"Incline Cable Chest Fly",2,27.5,5,0,0,,,10
2022-04-26 12:46:34,"PUSH 1",41m,"Incline Cable Chest Fly",3,27.5,4,0,0,,,10
2022-04-26 12:46:34,"PUSH 1",41m,"Incline Cable Chest Fly",4,27.5,5,0,0,,,10
2022-04-26 12:46:34,"PUSH 1",41m,"Triceps Pushdown (Cable - Straight Bar)",1,36.25,8,0,0,"",,8
2022-04-26 12:46:34,"PUSH 1",41m,"Triceps Pushdown (Cable - Straight Bar)",2,36.25,7,0,0,,,9
2022-04-27 12:50:02,"PULL 3",33m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2022-04-27 12:50:02,"PULL 3",33m,"Lat Pull In",2,8.75,15,0,0,,,
2022-04-27 12:50:02,"PULL 3",33m,"Lat Pulldown (Cable)",1,54.0,8,0,0,"",,8.5
2022-04-27 12:50:02,"PULL 3",33m,"Lat Pulldown (Cable)",2,54.0,7,0,0,,,10
2022-04-27 12:50:02,"PULL 3",33m,"Lat Pulldown (Cable)",3,54.0,6,0,0,,,10
2022-04-27 12:50:02,"PULL 3",33m,"Bent Over One Arm Row (Dumbbell)",1,25.0,18,0,0,"",,8.5
2022-04-27 12:50:02,"PULL 3",33m,"Bent Over One Arm Row (Dumbbell)",2,25.0,18,0,0,,,10
2022-04-27 12:50:02,"PULL 3",33m,"Bent Over One Arm Row (Dumbbell)",3,25.0,16,0,0,,,10
2022-04-27 12:50:02,"PULL 3",33m,"Bicep Curl (Dumbbell)",1,25.0,8,0,0,"",,9
2022-04-27 12:50:02,"PULL 3",33m,"Bicep Curl (Dumbbell)",2,25.0,7,0,0,,,10
2022-04-27 12:50:02,"PULL 3",33m,"Bicep Curl (Dumbbell)",3,25.0,6,0,0,,,10
2022-04-27 12:50:02,"PULL 3",33m,"Bicep Curl (Dumbbell)",4,25.0,5,0,0,,,10
2022-04-30 15:16:02,"PUSH 3",41m,"Bench Press (Dumbbell)",1,56.0,6,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",9
2022-04-30 15:16:02,"PUSH 3",41m,"Bench Press (Dumbbell)",2,56.0,5,0,0,,,
2022-04-30 15:16:02,"PUSH 3",41m,"Bench Press (Dumbbell)",3,56.0,5,0,0,,,
2022-04-30 15:16:02,"PUSH 3",41m,"Bench Press (Dumbbell)",4,56.0,4,0,0,,,
2022-04-30 15:16:02,"PUSH 3",41m,"Overhead Press (Dumbbell)",1,28.0,8,0,0,"",,8.5
2022-04-30 15:16:02,"PUSH 3",41m,"Overhead Press (Dumbbell)",2,28.0,5,0,0,,,9.5
2022-04-30 15:16:02,"PUSH 3",41m,"Overhead Press (Dumbbell)",3,28.0,5,0,0,,,10
2022-04-30 15:16:02,"PUSH 3",41m,"Incline Chest Fly (Dumbbell)",1,28.0,10,0,0,"",,9
2022-04-30 15:16:02,"PUSH 3",41m,"Incline Chest Fly (Dumbbell)",2,28.0,7,0,0,,,10
2022-04-30 15:16:02,"PUSH 3",41m,"Incline Chest Fly (Dumbbell)",3,28.0,6,0,0,,,10
2022-04-30 15:16:02,"PUSH 3",41m,"Incline Chest Fly (Dumbbell)",4,28.0,7,0,0,,,
2022-04-30 15:16:02,"PUSH 3",41m,"Triceps Pushdown (Cable - Straight Bar)",1,32.0,10,0,0,"",,8
2022-04-30 15:16:02,"PUSH 3",41m,"Triceps Pushdown (Cable - Straight Bar)",2,26.0,8,0,0,,,9
2022-04-30 15:16:02,"PUSH 3",41m,"Triceps Pushdown (Cable - Straight Bar)",3,26.0,8,0,0,,,10
2022-05-02 12:41:44,"PUSH 1",38m,"Bench Press (Barbell)",1,57.5,9,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-05-02 12:41:44,"PUSH 1",38m,"Bench Press (Barbell)",2,57.5,6,0,0,,,9.5
2022-05-02 12:41:44,"PUSH 1",38m,"Bench Press (Barbell)",3,57.5,6,0,0,,,10
2022-05-02 12:41:44,"PUSH 1",38m,"Bench Press (Barbell)",4,57.5,5,0,0,,,10
2022-05-02 12:41:44,"PUSH 1",38m,"Overhead Press (Dumbbell)",1,30.0,9,0,0,"",,8.5
2022-05-02 12:41:44,"PUSH 1",38m,"Overhead Press (Dumbbell)",2,30.0,6,0,0,,,9.5
2022-05-02 12:41:44,"PUSH 1",38m,"Overhead Press (Dumbbell)",3,30.0,7,0,0,,,10
2022-05-02 12:41:44,"PUSH 1",38m,"Incline Cable Chest Fly",1,27.5,7,0,0,"",,8.5
2022-05-02 12:41:44,"PUSH 1",38m,"Incline Cable Chest Fly",2,27.5,6,0,0,,,10
2022-05-02 12:41:44,"PUSH 1",38m,"Incline Cable Chest Fly",3,27.5,3,0,0,,,10
2022-05-10 12:24:43,"PUSH 3",28m,"Bench Press (Dumbbell)",1,55.0,7,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",9
2022-05-10 12:24:43,"PUSH 3",28m,"Bench Press (Dumbbell)",2,55.0,5,0,0,,,10
2022-05-10 12:24:43,"PUSH 3",28m,"Bench Press (Dumbbell)",3,50.0,4,0,0,,,
2022-05-10 12:24:43,"PUSH 3",28m,"Bench Press (Dumbbell)",4,50.0,5,0,0,,,
2022-05-10 12:24:43,"PUSH 3",28m,"Overhead Press (Dumbbell)",1,30.0,5,0,0,"",,8.5
2022-05-10 12:24:43,"PUSH 3",28m,"Overhead Press (Dumbbell)",2,30.0,5,0,0,,,9.5
2022-05-10 12:24:43,"PUSH 3",28m,"Overhead Press (Dumbbell)",3,30.0,5,0,0,,,10
2022-05-10 12:24:43,"PUSH 3",28m,"Incline Cable Chest Fly",1,27.5,7,0,0,"",,8.5
2022-05-23 12:57:53,"PUSH 3",42m,"Bench Press (Dumbbell)",1,50.0,9,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",9
2022-05-23 12:57:53,"PUSH 3",42m,"Bench Press (Dumbbell)",2,50.0,4,0,0,,,10
2022-05-23 12:57:53,"PUSH 3",42m,"Bench Press (Dumbbell)",3,50.0,5,0,0,,,
2022-05-23 12:57:53,"PUSH 3",42m,"Bench Press (Dumbbell)",4,50.0,4,0,0,,,
2022-05-23 12:57:53,"PUSH 3",42m,"Overhead Press (Dumbbell)",1,25.0,8,0,0,"",,8.5
2022-05-23 12:57:53,"PUSH 3",42m,"Overhead Press (Dumbbell)",2,25.0,7,0,0,,,9.5
2022-05-23 12:57:53,"PUSH 3",42m,"Overhead Press (Dumbbell)",3,25.0,7,0,0,,,10
2022-05-23 12:57:53,"PUSH 3",42m,"Incline Cable Chest Fly",1,22.5,9,0,0,"",,8.5
2022-05-23 12:57:53,"PUSH 3",42m,"Incline Cable Chest Fly",2,27.5,3,0,0,,,10
2022-05-23 12:57:53,"PUSH 3",42m,"Incline Cable Chest Fly",3,22.5,6,0,0,,,10
2022-05-23 12:57:53,"PUSH 3",42m,"Incline Cable Chest Fly",4,22.5,5,0,0,,,10
2022-05-23 12:57:53,"PUSH 3",42m,"Triceps Pushdown (Cable - Straight Bar)",1,28.75,10,0,0,"",,8
2022-05-23 12:57:53,"PUSH 3",42m,"Triceps Pushdown (Cable - Straight Bar)",2,28.75,9,0,0,,,9
2022-05-23 12:57:53,"PUSH 3",42m,"Triceps Pushdown (Cable - Straight Bar)",3,28.75,7,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2022-05-26 19:33:37,"PULL 3",49m,"Lat Pull In",2,8.75,15,0,0,,,
2022-05-26 19:33:37,"PULL 3",49m,"Lat Pulldown (Cable)",1,50.0,10,0,0,"",,8.5
2022-05-26 19:33:37,"PULL 3",49m,"Lat Pulldown (Cable)",2,50.0,10,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Lat Pulldown (Cable)",3,50.0,7,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Bent Over One Arm Row (Dumbbell)",1,26.0,12,0,0,"",,8.5
2022-05-26 19:33:37,"PULL 3",49m,"Bent Over One Arm Row (Dumbbell)",2,26.0,12,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Bent Over One Arm Row (Dumbbell)",3,26.0,11,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Upright Row (Barbell)",1,32.5,8,0,0,"",,8.5
2022-05-26 19:33:37,"PULL 3",49m,"Upright Row (Barbell)",2,32.5,5,0,0,,,8.5
2022-05-26 19:33:37,"PULL 3",49m,"Upright Row (Barbell)",3,32.5,5,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Bicep Curl (Dumbbell)",1,24.0,8,0,0,"",,9
2022-05-26 19:33:37,"PULL 3",49m,"Bicep Curl (Dumbbell)",2,24.0,5,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Bicep Curl (Dumbbell)",3,24.0,4,0,0,,,10
2022-05-26 19:33:37,"PULL 3",49m,"Bicep Curl (Dumbbell)",4,24.0,4,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pull In",2,8.75,15,0,0,,,
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pulldown (Cable)",1,52.0,11,0,0,"",,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pulldown (Cable)",2,52.0,8,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pulldown (Cable)",3,52.0,6,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Upright Row (Barbell)",1,32.5,11,0,0,"",,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Upright Row (Barbell)",2,32.5,9,0,0,,,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Upright Row (Barbell)",3,35.0,6,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bent Over One Arm Row (Dumbbell)",1,25.0,14,0,0,"",,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Bent Over One Arm Row (Dumbbell)",2,25.0,14,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bent Over One Arm Row (Dumbbell)",3,25.0,10,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",1,25.0,7,0,0,"",,9
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",2,25.0,5,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",3,25.0,5,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",4,25.0,4,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pull In",2,8.75,15,0,0,,,
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pulldown (Cable)",1,52.0,11,0,0,"",,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pulldown (Cable)",2,52.0,8,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Lat Pulldown (Cable)",3,52.0,6,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Upright Row (Barbell)",1,32.5,11,0,0,"",,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Upright Row (Barbell)",2,32.5,9,0,0,,,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Upright Row (Barbell)",3,35.0,6,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bent Over One Arm Row (Dumbbell)",1,25.0,14,0,0,"",,8.5
2022-05-30 12:48:12,"PULL 3",39m,"Bent Over One Arm Row (Dumbbell)",2,25.0,14,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bent Over One Arm Row (Dumbbell)",3,25.0,10,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",1,25.0,7,0,0,"",,9
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",2,25.0,5,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",3,25.0,5,0,0,,,10
2022-05-30 12:48:12,"PULL 3",39m,"Bicep Curl (Dumbbell)",4,25.0,4,0,0,,,10
2022-06-06 11:45:04,"PUSH 3",36m,"Bench Press (Dumbbell)",1,50.0,8,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-06-06 11:45:04,"PUSH 3",36m,"Bench Press (Dumbbell)",2,50.0,7,0,0,,,9
2022-06-06 11:45:04,"PUSH 3",36m,"Bench Press (Dumbbell)",3,50.0,6,0,0,,,
2022-06-06 11:45:04,"PUSH 3",36m,"Bench Press (Dumbbell)",4,50.0,6,0,0,,,10
2022-06-06 11:45:04,"PUSH 3",36m,"Incline Cable Chest Fly",1,27.5,7,0,0,"",,8.5
2022-06-06 11:45:04,"PUSH 3",36m,"Incline Cable Chest Fly",2,27.5,6,0,0,,,10
2022-06-06 11:45:04,"PUSH 3",36m,"Incline Cable Chest Fly",3,27.5,5,0,0,,,10
2022-06-06 11:45:04,"PUSH 3",36m,"Incline Cable Chest Fly",4,27.5,4,0,0,,,10
2022-06-06 11:45:04,"PUSH 3",36m,"Triceps Pushdown (Cable - Straight Bar)",1,31.25,8,0,0,"",,8
2022-06-06 11:45:04,"PUSH 3",36m,"Triceps Pushdown (Cable - Straight Bar)",2,31.25,9,0,0,,,9
2022-06-06 11:45:04,"PUSH 3",36m,"Triceps Pushdown (Cable - Straight Bar)",3,31.25,8,0,0,,,10
2022-06-07 12:19:07,"PULL 2 ",40m,"Lat Pull In",1,8.75,15,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",
2022-06-07 12:19:07,"PULL 2 ",40m,"Lat Pull In",2,8.75,15,0,0,,,
2022-06-07 12:19:07,"PULL 2 ",40m,"Lat Pulldown (Cable)",1,54.0,8,0,0,"",,8.5
2022-06-07 12:19:07,"PULL 2 ",40m,"Lat Pulldown (Cable)",2,54.0,9,0,0,,,9.5
2022-06-07 12:19:07,"PULL 2 ",40m,"Lat Pulldown (Cable)",3,54.0,6,0,0,,,10
2022-06-07 12:19:07,"PULL 2 ",40m,"Seated Row (Cable)",1,43.75,8,0,0,"",,8.5
2022-06-07 12:19:07,"PULL 2 ",40m,"Seated Row (Cable)",2,43.75,8,0,0,,,9.5
2022-06-07 12:19:07,"PULL 2 ",40m,"Seated Row (Cable)",3,43.75,8,0,0,,,10
2022-06-07 12:19:07,"PULL 2 ",40m,"Upright Row (Barbell)",1,35.0,8,0,0,"",,8.5
2022-06-07 12:19:07,"PULL 2 ",40m,"Upright Row (Barbell)",2,35.0,8,0,0,,,8.5
2022-06-07 12:19:07,"PULL 2 ",40m,"Upright Row (Barbell)",3,35.0,8,0,0,,,10
2022-06-07 12:19:07,"PULL 2 ",40m,"Bicep Curl (Dumbbell)",1,25.0,8,0,0,"",,9
2022-06-07 12:19:07,"PULL 2 ",40m,"Bicep Curl (Dumbbell)",2,25.0,6,0,0,,,10
2022-06-07 12:19:07,"PULL 2 ",40m,"Bicep Curl (Dumbbell)",3,25.0,6,0,0,,,10
2022-06-07 12:19:07,"PULL 2 ",40m,"Bicep Curl (Dumbbell)",4,25.0,5,0,0,,,10
2022-06-11 12:57:54,"PUSH 3",44m,"Bench Press (Dumbbell)",1,50.0,9,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-06-11 12:57:54,"PUSH 3",44m,"Bench Press (Dumbbell)",2,50.0,7,0,0,,,9
2022-06-11 12:57:54,"PUSH 3",44m,"Bench Press (Dumbbell)",3,50.0,6,0,0,,,
2022-06-11 12:57:54,"PUSH 3",44m,"Bench Press (Dumbbell)",4,50.0,6,0,0,,,10
2022-06-11 12:57:54,"PUSH 3",44m,"Overhead Press (Dumbbell)",1,25.0,9,0,0,"",,8.5
2022-06-11 12:57:54,"PUSH 3",44m,"Overhead Press (Dumbbell)",2,25.0,9,0,0,,,9.5
2022-06-11 12:57:54,"PUSH 3",44m,"Overhead Press (Dumbbell)",3,25.0,7,0,0,,,10
2022-06-11 12:57:54,"PUSH 3",44m,"Incline Cable Chest Fly",1,27.5,7,0,0,"",,8.5
2022-06-11 12:57:54,"PUSH 3",44m,"Incline Cable Chest Fly",2,27.5,6,0,0,,,10
2022-06-11 12:57:54,"PUSH 3",44m,"Incline Cable Chest Fly",3,27.5,4,0,0,,,10
2022-06-11 12:57:54,"PUSH 3",44m,"Incline Cable Chest Fly",4,27.5,3,0,0,,,10
2022-06-11 12:57:54,"PUSH 3",44m,"Triceps Pushdown (Cable - Straight Bar)",1,31.25,10,0,0,"",,8
2022-06-11 12:57:54,"PUSH 3",44m,"Triceps Pushdown (Cable - Straight Bar)",2,31.25,9,0,0,,,9
2022-06-11 12:57:54,"PUSH 3",44m,"Triceps Pushdown (Cable - Straight Bar)",3,31.25,10,0,0,,,10
2022-06-12 13:50:05,"PULL 3",51m,"Lat Pulldown (Cable)",1,56.5,8,0,0,"","Focusing on BACK, BICEPS and REAR DELTOIDS",8.5
2022-06-12 13:50:05,"PULL 3",51m,"Lat Pulldown (Cable)",2,56.5,8,0,0,,,9.5
2022-06-12 13:50:05,"PULL 3",51m,"Lat Pulldown (Cable)",3,56.5,6,0,0,,,10
2022-06-12 13:50:05,"PULL 3",51m,"Upright Row (Barbell)",1,35.0,10,0,0,"",,8.5
2022-06-12 13:50:05,"PULL 3",51m,"Upright Row (Barbell)",2,35.0,9,0,0,,,8.5
2022-06-12 13:50:05,"PULL 3",51m,"Upright Row (Barbell)",3,35.0,8,0,0,,,10
2022-06-12 13:50:05,"PULL 3",51m,"Bent Over One Arm Row (Dumbbell)",1,25.0,16,0,0,"",,8.5
2022-06-12 13:50:05,"PULL 3",51m,"Bent Over One Arm Row (Dumbbell)",2,25.0,16,0,0,,,10
2022-06-12 13:50:05,"PULL 3",51m,"Bent Over One Arm Row (Dumbbell)",3,25.0,16,0,0,,,10
2022-06-12 13:50:05,"PULL 3",51m,"Bicep Curl (Dumbbell)",1,25.0,9,0,0,"",,9
2022-06-12 13:50:05,"PULL 3",51m,"Bicep Curl (Dumbbell)",2,25.0,6,0,0,,,10
2022-06-12 13:50:05,"PULL 3",51m,"Bicep Curl (Dumbbell)",3,25.0,5,0,0,,,10
2022-06-12 13:50:05,"PULL 3",51m,"Bicep Curl (Dumbbell)",4,25.0,5,0,0,,,10
2022-06-17 12:26:04,"PUSH 3",41m,"Bench Press (Dumbbell)",1,50.0,9,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-06-17 12:26:04,"PUSH 3",41m,"Bench Press (Dumbbell)",2,50.0,7,0,0,,,9
2022-06-17 12:26:04,"PUSH 3",41m,"Bench Press (Dumbbell)",3,50.0,7,0,0,,,10
2022-06-17 12:26:04,"PUSH 3",41m,"Bench Press (Dumbbell)",4,50.0,6,0,0,,,10
2022-06-17 12:26:04,"PUSH 3",41m,"Overhead Press (Dumbbell)",1,25.0,9,0,0,"",,8.5
2022-06-17 12:26:04,"PUSH 3",41m,"Overhead Press (Dumbbell)",2,25.0,7,0,0,,,9.5
2022-06-17 12:26:04,"PUSH 3",41m,"Overhead Press (Dumbbell)",3,25.0,8,0,0,,,10
2022-06-17 12:26:04,"PUSH 3",41m,"Incline Cable Chest Fly",1,27.5,8,0,0,"",,8.5
2022-06-17 12:26:04,"PUSH 3",41m,"Incline Cable Chest Fly",2,27.5,6,0,0,,,10
2022-06-17 12:26:04,"PUSH 3",41m,"Incline Cable Chest Fly",3,27.5,4,0,0,,,10
2022-06-17 12:26:04,"PUSH 3",41m,"Incline Cable Chest Fly",4,27.5,4,0,0,,,10
2022-06-17 12:26:04,"PUSH 3",41m,"Triceps Pushdown (Cable - Straight Bar)",1,33.75,8,0,0,"",,8
2022-06-17 12:26:04,"PUSH 3",41m,"Triceps Pushdown (Cable - Straight Bar)",2,33.75,7,0,0,,,9
2022-06-17 12:26:04,"PUSH 3",41m,"Triceps Pushdown (Cable - Straight Bar)",3,31.25,7,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",1,50.0,9,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",2,50.0,7,0,0,,,9
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",3,50.0,7,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",4,50.0,5,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Overhead Press (Dumbbell)",1,25.0,9,0,0,"",,8.5
2022-06-20 12:52:32,"PUSH 3",43m,"Overhead Press (Dumbbell)",2,25.0,8,0,0,,,9.5
2022-06-20 12:52:32,"PUSH 3",43m,"Overhead Press (Dumbbell)",3,25.0,9,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",1,27.5,8,0,0,"",,8.5
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",2,27.5,7,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",3,27.5,5,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",4,27.5,7,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Triceps Pushdown (Cable - Straight Bar)",1,33.75,8,0,0,"",,8
2022-06-20 12:52:32,"PUSH 3",43m,"Triceps Pushdown (Cable - Straight Bar)",2,33.75,7,0,0,,,9
2022-06-20 12:52:32,"PUSH 3",43m,"Triceps Pushdown (Cable - Straight Bar)",3,31.25,7,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",1,50.0,9,0,0,"","Focusing on CHEST, SHOULDERS and TRICEPS",8.5
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",2,50.0,7,0,0,,,9
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",3,50.0,7,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Bench Press (Dumbbell)",4,50.0,5,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Overhead Press (Dumbbell)",1,25.0,9,0,0,"",,8.5
2022-06-20 12:52:32,"PUSH 3",43m,"Overhead Press (Dumbbell)",2,25.0,8,0,0,,,9.5
2022-06-20 12:52:32,"PUSH 3",43m,"Overhead Press (Dumbbell)",3,25.0,9,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",1,27.5,8,0,0,"",,8.5
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",2,27.5,7,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",3,27.5,5,0,0,,,10
2022-06-20 12:52:32,"PUSH 3",43m,"Incline Cable Chest Fly",4,27.5,7,0,0,,,10
